Parcela	Transecte	Ronda	Nom_definitiu	Codi_planta	Frequencia
2	3	1	Anthophora_acervorum	ROF	1
2	4	1	Apis	ROF	24
2	4	1	Apis	TVUH	1
2	4	1	Bombylius_discolor	ROF	1
2	4	1	Mosca_9	ROF	1
2	1	2	Apis	ROF	5
2	1	2	Apis	ROF	10
2	2	2	Mosca_9	ROF	1
2	2	2	Apis	TVUH	1
2	2	2	Apis	TVUF	1
2	2	2	Apis	TVUH	3
2	2	2	Apis	ROF	2
2	3	2	Andrena_djelfensis	EFL	1
2	3	2	Empididae	TVUF	1
2	3	2	Apis	ROF	4
2	3	2	Bombus_terrestris	ROF	1
2	3	2	Stratyomidae_1	ROF	1
2	3	2	Apis	ROF	1
2	3	2	Apis	ROF	5
2	4	2	Apis	ROF	33
2	4	2	Lasioglossum_subhirtum	ROF	1
2	4	2	Oxythyrea_funesta	ROF	1
2	4	2	Andrena_fulva	ROF	1
2	1	3	Apis	ROF	7
2	1	3	Apis	TVUH	1
2	1	3	Andrena_djelfensis	EFL	2
2	1	3	Andrena_djelfensis	EFL	1
2	2	3	Apis	ROF	1
2	2	3	Apis	ROF	2
2	2	3	Apis	ROF	1
2	2	3	Apis	ROF	9
2	2	3	Apis	TVUH	2
2	3	3	Apis	ROF	8
2	3	3	Bombus_terrestris	ROF	1
2	3	3	Anthophora_acervorum	ROF	1
2	3	3	Apis	TVUF	1
2	3	3	Stratyomidae_2	TVUH	1
2	3	3	Andrena_angustior_impressa	TVUH	1
2	4	3	Apis	ROF	19
2	4	3	Lasioglossum_subhirtum	ROF	1
2	4	3	Mosca_petita_1	ROF	1
2	4	3	Bombylius_discolor	ROF	1
2	4	3	Mosca_9	ROF	1
2	4	3	Apis	ROF	9
3	1	1	Apis	ROF	9
3	1	1	Apis	EMU	1
3	2	1	Apis	ROF	16
3	2	1	Bibio_sp	ROF	1
3	2	1	Lasioglossum_subhirtum	ROF	1
3	3	1	Mosca_11	ROF	1
3	3	1	Apis	ROF	15
3	3	1	Lasioglossum_transitorium_planulum	ROF	1
3	3	1	Syrphidae_1	ROF	1
3	3	1	Bibio_sp	ROF	1
3	3	1	Bibio_sp	ROF	1
3	3	1	Mosca_11	ROF	1
3	3	1	Empididae	TVUF	1
3	3	1	Lasioglossum_transitorium_planulum	ROF	1
3	3	1	Apis	TVUH	1
3	3	1	Lasioglossum_transitorium_planulum	ROF	1
3	3	1	Chalcididae_3	ROF	1
3	4	1	Apis	ROF	3
3	4	1	Bibio_sp	ROF	1
3	4	1	Bombus_terrestris	ROF	1
3	4	1	Apis	ROF	8
3	1	2	Apis	ROF	8
3	1	2	Megachile_pyrenaica	ROF	1
3	1	2	Bibio_sp	ROF	1
3	2	2	Apis	ROF	9
3	2	2	Apis	ROF	1
3	2	2	Aplocnemus_calidus	ROF	1
3	2	2	Bibio_sp	ROF	1
3	2	2	Chalcididae_3	TVUF	1
3	2	2	Bibio_sp	ROF	1
3	3	2	Empididae	TVUF	1
3	3	2	Chalcididae_1	TVUF	1
3	3	2	Bibio_sp	ROF	1
3	3	2	Apis	ROF	1
3	3	2	Lasioglossum_interruptum	ROF	1
3	3	2	Bibio_sp	ROF	11
3	3	2	Apis	ROF	16
3	3	2	Empididae	TVUF	1
3	3	2	Empididae	TVUF	2
3	3	2	Lasioglossum_griseolum	ROF	1
3	3	2	Oxythyrea_funesta	ROF	1
3	4	2	Apis	ROF	4
3	4	2	Bibio_sp	ROF	3
3	1	3	Apis	ROF	3
3	1	3	Bibio_sp	ROF	1
3	1	3	Andrena_angustior_impressa	ROF	1
3	2	3	Apis	ROF	10
3	2	3	Bibio_sp	ROF	13
3	3	3	Bibio_sp	ROF	7
3	3	3	Apis	ROF	7
3	4	3	Bibio_sp	ROF	9
3	4	3	Apis	ROF	10
3	4	3	Lasioglossum_transitorium_planulum	ROF	2
3	4	3	Mosca_11	ROF	1
4	1	1	Apis	ROF	4
4	1	1	Apis	ROF	2
4	1	1	Pseudophilotes_panoptes	TVUF	1
4	1	1	Apis	ROF	2
4	1	1	Apis	ROF	5
4	1	1	Apis	ROF	1
4	1	1	Apis	ROF	2
4	2	1	Apis	ROF	1
4	2	1	Apis	ROF	1
4	2	1	Apis	ROF	1
4	2	1	Apis	ROF	1
4	2	1	Apis	ROF	1
4	2	1	Apis	ROF	1
4	3	1	Apis	TVUF	1
4	3	1	Apis	TVUF	1
4	3	1	Apis	ROF	1
4	3	1	Apis	ROF	1
4	3	1	Apis	ROF	1
4	3	1	Apis	ROF	1
4	3	1	Chrysotoxum_cautum	ROF	1
4	3	1	Apis	ROF	1
4	3	1	Apis	ROF	1
4	4	1	Apis	ROF	1
4	4	1	Bibio_sp	ROF	1
4	4	1	Apis	ROF	2
4	4	1	Apis	ROF	3
4	4	1	Apis	ROF	1
4	4	1	Apis	ROF	2
4	4	1	Apis	ROF	2
4	1	2	Lasioglossum_transitorium_planulum	ROF	1
4	1	2	Apis	ROF	6
4	1	2	Apis	ROF	2
4	1	2	Apis	ROF	1
4	1	2	Apis	ROF	1
4	2	2	Apis	ROF	2
4	2	2	Bibio_sp	ROF	1
4	2	2	Apis	ROF	1
4	2	2	Apis	ROF	4
4	2	2	Apis	ROF	1
4	2	2	Apis	TVUF	1
4	2	2	Apis	TVUH	1
4	2	2	Apis	TVUH	1
4	2	2	Hylaeus_hyalinatus	TVUH	1
4	3	2	Sarcophagidae_1	TVUF	1
4	3	2	Apis	TVUF	1
4	3	2	Apis	TVUF	1
4	3	2	Apis	TVUF	1
4	3	2	Hylaeus_hyalinatus	TVUF	1
4	3	2	Bibio_sp	ROF	3
4	3	2	Andrena_nigroaenea	ROF	1
4	3	2	Apis	ROF	6
4	3	2	Apis	ROF	2
4	3	2	Bibio_sp	ROF	1
4	3	2	Lasioglossum_transitorium_planulum	ROF	1
4	3	2	Bibio_sp	ROF	1
4	3	2	Apis	ROF	1
4	4	2	Apis	ROF	1
4	4	2	Apis	ROF	3
4	4	2	Apis	ROF	1
4	4	2	Apis	ROF	1
4	4	2	Apis	ROF	1
4	4	2	Apis	ROF	1
4	4	2	Apis	ROF	1
4	1	3	Apis	ROF	1
4	1	3	Apis	ROF	7
4	1	3	Bibio_sp	ROF	2
4	1	3	Andrena_nigroaenea	ROF	1
4	1	3	Apis	ROF	3
4	1	3	Apis	ROF	1
4	2	3	Lasioglossum_transitorium_planulum	TVUF	1
4	2	3	Apis	ROF	1
4	2	3	Bibio_sp	ROF	1
4	2	3	Bibio_sp	ROF	1
4	2	3	Bibio_sp	ROF	2
4	2	3	Apis	ROF	1
4	2	3	Apis	ROF	1
4	2	3	Miridae_2	ROF	1
4	2	3	Apis	TVUF	1
4	3	3	Apis	TVUF	1
4	3	3	Apis	TVUH	1
4	3	3	Apis	TVUF	1
4	3	3	Apis	ROF	1
4	3	3	Bibio_sp	ROF	2
4	3	3	Apis	ROF	3
4	3	3	Apis	TVUF	1
4	3	3	Apis	ROF	3
4	3	3	Apis	ROF	2
4	3	3	Apis	ROF	1
4	4	3	Apis	ROF	4
4	4	3	Bibio_sp	ROF	1
4	4	3	Apis	ROF	1
4	4	3	Apis	ROF	1
5	1	1	Apis	ROF	3
5	1	1	Lobonyx_aeneus	ROF	1
5	1	1	Lasioglossum_transitorium_planulum	ROF	1
5	1	1	Danacea_longiceps	ROF	1
5	1	1	Apis	ROF	1
5	1	1	Andrena_nigroaenea	ROF	1
5	1	1	Apis	ROF	3
5	1	1	Lobonyx_aeneus	CSA	1
5	1	1	Mosca_petita_2	TVUH	1
5	2	1	Apis	ROF	2
5	2	1	Lasioglossum_transitorium_planulum	ROF	1
5	2	1	Apis	ROF	1
5	2	1	Apis	ROF	4
5	2	1	Andrena_angustior_impressa	ROF	1
5	2	1	Apis	ROF	1
5	3	1	Apis	ROF	6
5	3	1	Chrysotoxum_cautum	EFL	1
5	3	1	Apis	EFL	1
5	3	1	Apis	TVUF	2
5	3	1	Apis	ROF	1
5	4	1	Apis	ROF	1
5	4	1	Apis	ROF	1
5	4	1	Apis	ROF	4
5	4	1	Apis	ROF	3
5	1	2	Apis	ROF	3
5	1	2	Apis	ROF	3
5	1	2	Apis	ROF	1
5	1	2	Nomada_sheppardana	TVUF	1
5	1	2	Apis	ROF	1
5	2	2	Apis	ROF	1
5	2	2	Apis	ROF	1
5	2	2	Bombus_terrestris	ROF	1
5	2	2	Apis	ROF	2
5	2	2	Bibio_sp	ROF	1
5	2	2	Bibio_sp	ROF	1
5	2	2	Apis	ROF	3
5	2	2	Apis	ROF	1
5	2	2	Apis	ROF	1
5	3	2	Apis	ROF	2
5	3	2	Lasioglossum_transitorium_planulum	TVUF	1
5	3	2	Lasioglossum_transitorium_planulum	TVUF	2
5	3	2	Apis	TVUF	1
5	4	2	Apis	ROF	1
5	4	2	Apis	ROF	1
5	4	2	Apis	ROF	2
5	1	3	Apis	ROF	3
5	1	3	Oxythyrea_funesta	ROF	1
5	1	3	Apis	ROF	1
5	1	3	Apis	ROF	1
5	1	3	Lasioglossum_transitorium_planulum	TVUF	1
5	2	3	Lobonyx_aeneus	ROF	1
5	3	3	Lasioglossum_transitorium_planulum	ROF	1
5	3	3	Apis	TVUF	1
5	4	3	Apis	ROF	1
5	4	3	Bibio_sp	ROF	1
5	4	3	Bibio_sp	ROF	1
6	1	1	Andrena_angustior_impressa	ROF	1
6	1	1	Apis	ROF	1
6	1	1	Apis	ROF	1
6	1	1	Andrena_djelfensis	CSA	1
6	1	1	Apis	ROF	1
6	2	1	Andrena_nigroaenea	ROF	1
6	2	1	Apis	ROF	1
6	2	1	Apis	ROF	1
6	2	1	Apis	ROF	1
6	2	1	Apis	ROF	1
6	3	1	Apis	TVUH	1
6	4	1	Apis	ROF	1
6	4	1	Andrena_angustior_impressa	ROF	1
6	1	2	Hylaeus_hyalinatus	TVUH	1
6	1	2	Apis	TVUH	1
6	1	2	Apis	TVUH	1
6	1	2	Apis	ROF	1
6	1	2	Andrena_djelfensis	CSA	1
6	1	2	Oxythyrea_funesta	CSA	1
6	1	2	Andrena_djelfensis	CSA	1
6	2	2	Apis	ROF	1
6	2	2	Apis	ROF	1
6	2	2	Apis	ROF	1
6	3	2	Apis	TVUH	1
6	3	2	Apis	TVUH	1
6	3	2	Apis	ROF	1
6	3	2	Apis	ROF	1
6	4	2	Epysirphus_balteatus	ROF	1
6	4	2	Apis	ROF	1
6	1	3	Apis	TVUH	1
6	1	3	Apis	TVUH	1
6	1	3	Apis	ROF	1
6	1	3	Hylaeus_hyalinatus	TVUH	1
6	1	3	Andrena_djelfensis	CSA	1
6	2	3	Apis	TVUH	1
6	2	3	Apis	TVUF	1
6	2	3	Lasioglossum_mediterraneum	TVUF	1
6	3	3	Apis	ROF	1
6	3	3	Apis	ROF	1
6	3	3	Apis	ROF	1
7	1	1	Apis	ROF	1
7	1	1	Apis	ROF	1
7	1	1	Apis	ROF	1
7	1	1	Apis	TVUF	1
7	1	1	Apis	TVUF	1
7	1	1	Calliphoridae_3	TVUF	1
7	1	1	Apis	TVUF	1
7	1	1	Apis	ROF	1
7	1	1	Apis	ROF	1
7	1	1	Apis	TVUF	1
7	1	1	Adela_aldrovandella	TVUF	1
7	1	1	Tropinota_squalida	TVUF	1
7	2	1	Bibio_sp	ROF	1
7	2	1	Apis	ROF	1
7	3	1	Apis	ROF	1
7	3	1	Apis	ROF	1
7	4	1	Empididae_2	ROF	1
7	1	2	Apis	ROF	1
7	1	2	Apis	ROF	1
7	1	2	Apis	ROF	1
7	1	2	Apis	ROF	1
7	1	2	Apis	TVUF	1
7	1	2	Apis	TVUF	1
7	1	2	Apis	TVUF	1
7	1	2	Empididae	TVUF	1
7	1	2	Smaragdina_diversipes	CSP	1
7	1	2	Apis	ROF	1
7	2	2	Dasytes_nigroaeneus	ROF	1
7	2	2	Malthinus	ROF	1
7	2	2	Empididae	TVUF	1
7	2	2	Apis	ROF	1
7	2	2	Tropinota_squalida	ROF	1
7	2	2	Apis	ROF	1
7	3	2	Malthinus	ROF	1
7	1	3	Lasioglossum_albocinctum	ROF	1
7	1	3	Apis	ROF	1
7	1	3	Apis	TVUF	1
7	1	3	Apis	TVUF	1
7	1	3	Oxythyrea_funesta	CSP	1
7	1	3	Apis	CSP	1
7	1	3	Anthophora_dispar	CSP	1
7	1	3	Adela_aldrovandella	TVUF	1
7	1	3	Apis	TVUF	1
7	1	3	Empididae	TVUF	1
7	1	3	Hylaeus_garrulus	TVUF	1
7	1	3	Apis	ROF	1
7	2	3	Tachinidae_1	ROF	1
7	3	3	Apis	ROF	1
7	4	3	Apis	ROF	1
8	1	1	Apis	ROF	4
8	1	1	Apis	ROF	1
8	2	1	Apis	ROF	4
8	2	1	Lasioglossum_transitorium_planulum	ROF	1
8	2	1	Sphecodes	ROF	1
8	2	1	Andrena_nigroaenea	ROF	1
8	3	1	Apis	ROF	3
8	3	1	Oxythyrea_funesta	ROF	1
8	4	1	Andrena_djelfensis	BLA	1
8	4	1	Lasioglossum_ibericum	ROF	1
8	4	1	Rodanthidium_sticticum	ROF	1
8	FT	1	Apis	TVUH	2
8	FT	1	Sarcophagidae_6	TVUH	1
8	FT	1	Adela_aldrovandella	TVUH	1
8	1	2	Nomada_1	TVUF	1
8	1	2	Chamaesyrphus	HOE	1
8	1	2	Chamaesyrphus	HOE	1
8	1	2	Hylaeus_hyalinatus	HOE	1
8	1	2	Apis	ROF	3
8	1	2	Rodanthidium_sticticum	HOE	1
8	2	2	Apis	ROF	3
8	3	2	Apis	ROF	1
8	4	2	Ceratina_cyanea	ROF	1
8	FT	2	Apis	TVUF	1
8	FT	2	Chamaesyrphus	TVUF	1
8	FT	2	Apis	TVUH	2
8	1	3	Lasioglossum_transitorium_planulum	TVUF	1
8	1	3	Apis	ROF	3
8	1	3	Andrena_angustior_impressa	ROF	1
8	1	3	Osmia_rufohirta	FAB	1
8	FT	3	Pseudophilotes_panoptes	TVUF	1
8	FT	3	Apis	TVUF	1
8	FT	3	Chamaesyrphus	TVUF	1
8	2	3	Oxythyrea_funesta	ROF	2
8	2	3	Apis	ROF	1
8	3	3	Apis	ROF	1
8	FT	3	Apis	TVUH	2
8	FT	3	Adela_aldrovandella	TVUH	1
9	1	1	Apis	ROF	1
9	1	1	Lobonyx_aeneus	CSA	2
9	1	1	Oxythyrea_funesta	CSA	1
9	1	1	Apis	ROF	1
9	1	1	Lasioglossum_transitorium_planulum	ROF	1
9	1	1	Himenòpter_parasitoid	ROF	1
9	1	1	Oxythyrea_funesta	RGR	1
9	2	1	Apis	TVUF	1
9	2	1	Apis	TVUH	1
9	2	1	Apis	ROF	2
9	2	1	Apis	ROF	2
9	2	1	Apis	TVUH	1
9	3	1	Apis	ROF	2
9	3	1	Apis	ROF	1
9	3	1	Apis	ROF	3
9	4	1	Apis	ROF	2
9	4	1	Apis	ROF	2
9	4	1	Apis	ROF	2
9	4	1	Apis	ROF	1
9	4	1	Apis	ROF	3
9	4	1	Andrena_djelfensis	ROF	1
9	1	2	Euodynerus_bidentoides	TVUH	1
9	1	2	Apis	TVUH	1
9	1	2	Apis	TVUH	3
9	1	2	Lasioglossum_transitorium_planulum	TVUF	1
9	1	2	Lasioglossum_transitorium_planulum	ROF	1
9	1	2	Apis	ROF	5
9	1	2	Oedemera_flavipes	RGR	1
9	2	2	Apis	TVUH	2
9	2	2	Lobonyx_aeneus	TVUH	1
9	2	2	Apis	ROF	3
9	2	2	Apis	ROF	1
9	2	2	Sarcophagidae_4	TVUF	1
9	3	2	Apis	ROF	6
9	3	2	Empididae_2	ROF	1
9	3	2	Lobonyx_aeneus	ROF	1
9	3	2	Meligethes_2	ROF	1
9	4	2	Apis	ROF	9
9	4	2	Lasioglossum_soror	ROF	1
9	1	3	Apis	ROF	4
9	1	3	Gymnosoma	EFL	1
9	1	3	Chalcididae_4	EFL	1
9	1	3	Empididae	TVUH	1
9	1	3	Apis	TVUH	1
9	1	3	Lasioglossum_transitorium_planulum	TVUF	1
9	1	3	Apis	TVUH	1
9	1	3	Empididae	TVUH	1
9	1	3	Lasioglossum_soror	TVUH	1
9	1	3	Oxythyrea_funesta	RGR	1
9	2	3	Apis	TVUF	1
9	2	3	Hylaeus_hyalinatus	TVUH	1
9	2	3	Apis	ROF	4
9	2	3	Apis	ROF	1
9	2	3	Apis	TVUH	1
9	3	3	Apis	ROF	9
9	3	3	Hylaeus_garrulus	TVUF	1
9	4	3	Apis	ROF	5
9	4	3	Lobonyx_aeneus	ROF	1
10	1	1	Andrena_nigroaenea	ROF	1
10	1	1	Apis	ROF	1
10	1	1	Apis	ROF	1
10	1	1	Apis	ROF	1
10	1	1	Apis	ROF	1
10	1	1	Apis	ROF	1
10	1	1	Apis	ROF	1
10	2	1	Apis	ROF	1
10	2	1	Apis	ROF	5
10	2	1	Apis	ROF	2
10	2	1	Apis	ROF	1
10	2	1	Apis	ROF	6
10	2	1	Apis	ROF	1
10	4	1	Apis	ROF	1
10	1	2	Lasioglossum_transitorium_planulum	ROF	1
10	1	2	Apis	ROF	1
10	2	2	Andrena_djelfensis	TVUF	1
10	2	2	Andrena_djelfensis	TVUF	1
10	2	2	Chrysotoxum_cautum	ROF	1
10	2	2	Apis	ROF	2
10	3	2	Andrena_djelfensis	TVUH	1
10	3	2	Lasioglossum_transitorium_planulum	ROF	1
10	1	3	Apis	ROF	3
10	1	3	Apis	ROF	1
10	1	3	Apis	ROF	1
10	3	3	Apis	ROF	1
10	3	3	Apis	ROF	1
11	1	1	Apis	ROF	1
11	1	1	Apis	TVUF	1
11	1	1	Apis	ROF	1
11	1	1	Apis	TVUH	2
11	1	1	Apis	TVUF	1
11	1	1	Empididae	TVUF	1
11	2	1	Apis	ROF	1
11	2	1	Chamaesyrphus	TVUF	1
11	3	1	Apis	ROF	1
11	3	1	Rodanthidium_sticticum	ROF	1
11	3	1	Apis	ROF	2
11	4	1	Apis	ROF	1
11	1	2	Apis	ROF	1
11	1	2	Apis	TVUH	1
11	2	2	Apis	ROF	1
11	2	2	Apis	TVUF	1
11	3	2	Apis	ROF	1
11	3	2	Lasioglossum_griseolum	HOE	1
11	3	2	Apis	ROF	1
11	4	2	Oxythyrea_funesta	ROF	1
11	4	2	Apis	ROF	1
11	1	3	Andrena_nigroaenea	TVUH	1
11	1	3	Apis	TVUF	1
11	1	3	Empididae	TVUF	1
11	2	3	Anthophora_dispar	ROF	1
11	2	3	Fals_conòpid	TVUF	1
11	3	3	Apis	ROF	1
11	4	3	Apis	ROF	1
12	2	1	Chrysotoxum_cautum	TVUH	1
12	3	1	Apis	ROF	1
12	3	1	Andrena_angustior_impressa	ROF	1
12	3	1	Apis	ROF	1
12	3	1	Apis	ROF	1
12	3	1	Lasioglossum_transitorium_planulum	ROF	1
12	3	1	Apis	ROF	1
12	4	1	Apis	ROF	2
12	4	1	Lasioglossum_subhirtum	ROF	1
12	4	1	Apis	ROF	1
12	4	1	Eucera_nigrilabris	ROF	1
12	4	1	Apis	ROF	1
12	4	1	Apis	ROF	1
12	4	1	Apis	ROF	1
12	1	2	Apis	TVUH	2
12	1	2	Apis	TVUH	1
12	2	2	Apis	TVUF	1
12	2	2	Apis	TVUH	1
12	2	2	Lasioglossum_transitorium_planulum	TVUH	1
12	3	2	Lasioglossum_transitorium_planulum	TVUH	1
12	3	2	Apis	ROF	1
12	3	2	Lasioglossum_transitorium_planulum	TVUH	2
12	3	2	Lasioglossum_transitorium_planulum	TVUH	1
12	3	2	Apis	ROF	2
12	3	2	Apis	ROF	2
12	4	2	Lasioglossum_transitorium_planulum	ROF	1
12	4	2	Apis	ROF	1
12	4	2	Apis	ROF	1
12	4	2	Bibio_sp	ROF	1
12	4	2	Bibio_sp	ROF	2
12	4	2	Bibio_sp	ROF	4
12	4	2	Bibio_sp	ROF	1
12	4	2	Apis	ROF	2
12	4	2	Andrena_angustior_impressa	ROF	1
12	4	2	Bibio_sp	ROF	1
12	4	2	Apis	ROF	1
12	4	2	Bibio_sp	ROF	1
12	1	3	Apis	TVUH	1
12	1	3	Lasioglossum_transitorium_planulum	TVUH	1
12	1	3	Apis	TVUH	2
12	1	3	Polistes_gallicus	TVUF	1
12	1	3	Lasioglossum_transitorium_planulum	TVUF	1
12	2	3	Apis	TVUF	1
12	2	3	Apis	TVUF	1
12	3	3	Apis	ROF	1
12	3	3	Apis	ROF	1
12	3	3	Lasioglossum_interruptum	ROF	1
12	3	3	Apis	ROF	1
12	3	3	Apis	TVUH	1
12	4	3	Apis	ROF	2
12	4	3	Bibio_sp	ROF	6
12	4	3	Lasioglossum_transitorium_planulum	ROF	1
12	4	3	Apis	ROF	1
12	4	3	Apis	ROF	1
12	4	3	Lasioglossum_albocinctum	ROF	1
13	1	1	Chrysotoxum_intermedium	TVUF	1
13	1	1	Apis	TVUH	1
13	1	1	Apis	ROF	1
13	2	1	Apis	PRUNUS	1
13	2	1	Apis	PRUNUS	1
13	3	1	Apis	ROF	1
13	3	1	Apis	ROF	1
13	3	1	Sarcophagidae_1	TVUF	1
13	1	2	Apis	TVUF	1
13	1	2	Pseudophilotes_panoptes	TVUF	1
13	1	2	Lasioglossum_transitorium_planulum	TVUF	1
13	1	2	Apis	TVUH	2
13	1	2	Apis	ROF	2
13	3	2	Apis	ROF	2
13	3	2	Andrena_nigroaenea	ROF	1
13	3	2	Apis	ROF	3
13	3	2	Apis	ROF	1
13	4	2	Anthophora_dispar	ROF	1
13	4	2	Apis	ROF	2
13	4	2	Apis	ROF	1
13	1	3	Chamaesyrphus	ROF	1
13	1	3	Apis	TVUF	1
13	1	3	Apis	TVUH	1
13	1	3	Sarcophagidae_1	TVUH	1
13	1	3	Apis	ROF	1
13	1	3	Apis	TVUH	1
13	1	3	Anthophora_dispar	ROF	1
13	1	3	Apis	ROF	1
13	2	3	Apis	PRUNUS	1
13	2	3	Oxythyrea_funesta	PRUNUS	1
13	3	3	Apis	ROF	1
13	3	3	Apis	ROF	1
13	3	3	Apis	ROF	1
13	4	3	Apis	ROF	1
14	1	1	Apis	TVUF	1
14	1	1	Apis	ROF	5
14	1	1	Lasioglossum_transitorium_planulum	ROF	1
14	1	1	Apis	ROF	1
14	1	1	Chrysotoxum_cautum	ROF	1
14	1	1	Apis	ROF	7
14	1	1	Scatophagidae??	ROF	1
14	1	1	Andrena_nigroaenea	TVUF	1
14	1	1	Lasioglossum_transitorium_planulum	ROF	1
14	1	1	Oxythyrea_funesta	ROF	1
14	1	1	Apis	ROF	4
14	2	1	Apis	TVUF	1
14	2	1	Malthinus	EFL	1
14	2	1	Malthinus	EFL	1
14	2	1	Eurydema_oleracea	EFL	1
14	2	1	Apis	TVUF	1
14	2	1	Bombus_terrestris	ROF	1
14	2	1	Apis	ROF	1
14	2	1	Dasytes_nigroaeneus	EFL	1
14	2	1	Apis	ROF	2
14	2	1	Lasioglossum_transitorium_planulum	ROF	1
14	2	1	Apis	ROF	2
14	3	1	Apis	ROF	14
14	3	1	Apis	CAL	1
14	4	1	Apis	ROF	10
14	1	2	Apis	ROF	22
14	1	2	Andrena_djelfensis	ROF	1
14	1	2	Lasioglossum_transitorium_planulum	ROF	1
14	1	2	Lasioglossum_mediterraneum	ROF	1
14	1	2	Apis	TVUH	1
14	1	2	Andrena_djelfensis	TVUF	1
14	1	2	Lasioglossum_transitorium_planulum	TVUF	1
14	2	2	Bruchidius_2	EFL	1
14	2	2	Eurydema_oleracea	EFL	1
14	2	2	Apis	ROF	2
14	3	2	Bibio_sp	ROF	2
14	3	2	Apis	ROF	12
14	3	2	Lasioglossum_transitorium_planulum	ROF	1
14	4	2	Apis	ROF	9
14	1	3	Apis	ROF	22
14	1	3	Apis	TVUF	1
14	2	3	Sarcophagidae_4	TVUF	1
14	2	3	Pseudophilotes_panoptes	TVUF	1
14	2	3	Apis	ROF	2
14	2	3	Bibio_sp	ROF	1
14	3	3	Apis	ROF	10
14	3	3	Andrena_limata	ROF	1
14	3	3	Rodanthidium_sticticum	ROF	1
14	4	3	Andrena_djelfensis	EFL	1
14	4	3	Apis	ROF	12
15	1	1	Apis	ROF	5
15	1	1	Lobonyx_aeneus	ROF	1
15	1	1	Apis	ROF	1
15	2	1	Apis	ROF	6
15	2	1	Oxythyrea_funesta	ROF	1
15	2	1	Lobonyx_aeneus	ROF	7
15	2	1	Rodanthidium_sticticum	OLA	1
15	2	1	Leptidea_sinapis	ROF	1
15	3	1	Apis	ROF	1
15	3	1	Lobonyx_aeneus	ROF	1
15	3	1	Apis	TVUH	1
15	4	1	Lobonyx_aeneus	CSA	8
15	4	1	Andrena_nigroaenea	CSA	1
15	4	1	Apis	TVUH	3
15	4	1	Apis	TVUH	2
15	4	1	Andrena_nigroaenea	TVUH	1
15	1	2	Apis	ROF	3
15	1	2	Apis	ROF	2
15	1	2	Halictus_smaragdalus	ROF	1
15	1	2	Apis	ROF	3
15	1	2	Lobonyx_aeneus	ROF	1
15	1	2	Ceratina_cyanea	TVUF	1
15	1	2	Oxythyrea_funesta	ECH	1
15	1	2	Anthrenus_1	ECH	1
15	3	2	Apis	ROF	4
15	3	2	Lobonyx_aeneus	ROF	1
15	3	2	Apis	ROF	7
15	3	2	Lobonyx_aeneus	ROF	1
15	3	2	Andrena_nigroaenea	ROF	1
15	3	2	Oxythyrea_funesta	ROF	1
15	3	2	Apis	ROF	2
15	3	2	Mordellistena_1	BLA	1
15	4	2	Lobonyx_aeneus	CSA	1
15	4	2	Apis	TVUH	1
15	4	2	Oedemera_flavipes	TVUH	1
15	4	2	Apis	ROF	1
15	1	3	Apis	ROF	7
