Plot	Sp	Individual	Flower	Avorted	Ovule	Seed	Total
1	TVUF	2	6	NA	NA	NA	NA
1	TVUF	4	6	NA	NA	NA	NA
1	TVUF	6	6	NA	NA	NA	NA
1	TVUF	7	3	NA	NA	NA	NA
1	TVUF	7	4	NA	NA	NA	NA
1	TVUF	7	5	NA	NA	NA	NA
1	TVUF	7	6	NA	NA	NA	NA
1	TVUF	8	2	NA	NA	NA	NA
1	TVUF	8	5	NA	NA	NA	NA
1	TVUF	8	6	NA	NA	NA	NA
1	TVUF	9	6	NA	NA	NA	NA
1	TVUH	1	6	NA	NA	NA	NA
1	TVUH	2	5	NA	NA	NA	NA
1	TVUH	2	6	NA	NA	NA	NA
1	TVUH	5	6	NA	NA	NA	NA
1	TVUH	7	6	NA	NA	NA	NA
1	TVUH	8	4	NA	NA	NA	NA
1	TVUH	8	5	NA	NA	NA	NA
1	TVUH	8	6	NA	NA	NA	NA
1	TVUH	9	5	NA	NA	NA	NA
1	TVUH	9	6	NA	NA	NA	NA
2	TVUF	1	3	NA	NA	NA	NA
2	TVUF	1	4	NA	NA	NA	NA
2	TVUF	1	5	NA	NA	NA	NA
2	TVUF	1	6	NA	NA	NA	NA
2	TVUF	2	6	NA	NA	NA	NA
2	TVUF	3	4	NA	NA	NA	NA
2	TVUF	3	5	NA	NA	NA	NA
2	TVUF	3	6	NA	NA	NA	NA
2	TVUF	4	6	NA	NA	NA	NA
2	TVUF	9	6	NA	NA	NA	NA
2	TVUF	10	4	NA	NA	NA	NA
2	TVUF	10	5	NA	NA	NA	NA
2	TVUF	10	6	NA	NA	NA	NA
2	TVUH	1	3	NA	NA	NA	NA
2	TVUH	1	4	NA	NA	NA	NA
2	TVUH	1	5	NA	NA	NA	NA
2	TVUH	1	6	NA	NA	NA	NA
2	TVUH	2	5	NA	NA	NA	NA
2	TVUH	2	6	NA	NA	NA	NA
2	TVUH	3	6	NA	NA	NA	NA
2	TVUH	4	4	NA	NA	NA	NA
2	TVUH	4	5	NA	NA	NA	NA
2	TVUH	4	6	NA	NA	NA	NA
2	TVUH	6	1	NA	NA	NA	NA
2	TVUH	6	2	NA	NA	NA	NA
2	TVUH	6	3	NA	NA	NA	NA
2	TVUH	6	4	NA	NA	NA	NA
2	TVUH	6	5	NA	NA	NA	NA
2	TVUH	6	6	NA	NA	NA	NA
2	TVUH	7	5	NA	NA	NA	NA
2	TVUH	7	6	NA	NA	NA	NA
2	TVUH	8	5	NA	NA	NA	NA
2	TVUH	8	6	NA	NA	NA	NA
2	TVUH	9	3	NA	NA	NA	NA
2	TVUH	9	4	NA	NA	NA	NA
2	TVUH	9	5	NA	NA	NA	NA
2	TVUH	9	6	NA	NA	NA	NA
2	TVUH	10	5	NA	NA	NA	NA
2	TVUH	10	6	NA	NA	NA	NA
3	TVUF	1	5	NA	NA	NA	NA
3	TVUF	1	6	NA	NA	NA	NA
3	TVUF	2	4	NA	NA	NA	NA
3	TVUF	2	5	NA	NA	NA	NA
3	TVUF	2	6	NA	NA	NA	NA
3	TVUF	4	6	NA	NA	NA	NA
3	TVUF	5	5	NA	NA	NA	NA
3	TVUF	5	6	NA	NA	NA	NA
3	TVUF	6	4	NA	NA	NA	NA
3	TVUF	6	5	NA	NA	NA	NA
3	TVUF	6	6	NA	NA	NA	NA
3	TVUF	7	3	NA	NA	NA	NA
3	TVUF	9	4	NA	NA	NA	NA
3	TVUF	9	5	NA	NA	NA	NA
3	TVUF	9	6	NA	NA	NA	NA
3	TVUF	10	6	NA	NA	NA	NA
3	TVUH	1	6	NA	NA	NA	NA
3	TVUH	2	3	NA	NA	NA	NA
3	TVUH	2	4	NA	NA	NA	NA
3	TVUH	2	5	NA	NA	NA	NA
3	TVUH	2	6	NA	NA	NA	NA
3	TVUH	3	4	NA	NA	NA	NA
3	TVUH	3	5	NA	NA	NA	NA
3	TVUH	3	6	NA	NA	NA	NA
3	TVUH	4	5	NA	NA	NA	NA
3	TVUH	4	6	NA	NA	NA	NA
3	TVUH	5	4	NA	NA	NA	NA
3	TVUH	5	6	NA	NA	NA	NA
3	TVUH	6	6	NA	NA	NA	NA
3	TVUH	7	5	NA	NA	NA	NA
3	TVUH	7	6	NA	NA	NA	NA
3	TVUH	8	6	NA	NA	NA	NA
3	TVUH	9	5	NA	NA	NA	NA
3	TVUH	9	6	NA	NA	NA	NA
4	TVUF	1	6	NA	NA	NA	NA
4	TVUF	3	5	NA	NA	NA	NA
4	TVUF	3	6	NA	NA	NA	NA
4	TVUF	4	2	NA	NA	NA	NA
4	TVUF	4	3	NA	NA	NA	NA
4	TVUF	4	4	NA	NA	NA	NA
4	TVUF	4	5	NA	NA	NA	NA
4	TVUF	4	6	NA	NA	NA	NA
4	TVUF	5	6	NA	NA	NA	NA
4	TVUF	6	5	NA	NA	NA	NA
4	TVUF	6	6	NA	NA	NA	NA
4	TVUF	7	1	NA	NA	NA	NA
4	TVUF	7	2	NA	NA	NA	NA
4	TVUF	7	3	NA	NA	NA	NA
4	TVUF	7	4	NA	NA	NA	NA
4	TVUF	7	5	NA	NA	NA	NA
4	TVUF	7	6	NA	NA	NA	NA
4	TVUF	8	2	NA	NA	NA	NA
4	TVUF	10	4	NA	NA	NA	NA
4	TVUF	10	5	NA	NA	NA	NA
4	TVUF	10	6	NA	NA	NA	NA
4	TVUH	1	3	NA	NA	NA	NA
4	TVUH	1	4	NA	NA	NA	NA
4	TVUH	1	5	NA	NA	NA	NA
4	TVUH	1	6	NA	NA	NA	NA
4	TVUH	2	5	NA	NA	NA	NA
4	TVUH	2	6	NA	NA	NA	NA
4	TVUH	3	5	NA	NA	NA	NA
4	TVUH	3	6	NA	NA	NA	NA
4	TVUH	4	4	NA	NA	NA	NA
4	TVUH	4	5	NA	NA	NA	NA
4	TVUH	4	6	NA	NA	NA	NA
4	TVUH	5	6	NA	NA	NA	NA
4	TVUH	6	5	NA	NA	NA	NA
4	TVUH	6	6	NA	NA	NA	NA
4	TVUH	8	3	NA	NA	NA	NA
4	TVUH	8	4	NA	NA	NA	NA
4	TVUH	8	5	NA	NA	NA	NA
4	TVUH	8	6	NA	NA	NA	NA
4	TVUH	9	5	NA	NA	NA	NA
4	TVUH	9	6	NA	NA	NA	NA
4	TVUH	10	1	NA	NA	NA	NA
4	TVUH	10	2	NA	NA	NA	NA
4	TVUH	10	3	NA	NA	NA	NA
4	TVUH	10	4	NA	NA	NA	NA
4	TVUH	10	5	NA	NA	NA	NA
4	TVUH	10	6	NA	NA	NA	NA
5	TVUF	1	6	NA	NA	NA	NA
5	TVUF	2	4	NA	NA	NA	NA
5	TVUF	2	5	NA	NA	NA	NA
5	TVUF	2	6	NA	NA	NA	NA
5	TVUF	3	6	NA	NA	NA	NA
5	TVUF	4	5	NA	NA	NA	NA
5	TVUF	4	6	NA	NA	NA	NA
5	TVUF	5	5	NA	NA	NA	NA
5	TVUF	5	6	NA	NA	NA	NA
5	TVUF	6	6	NA	NA	NA	NA
5	TVUF	7	3	NA	NA	NA	NA
5	TVUF	7	4	NA	NA	NA	NA
5	TVUF	7	5	NA	NA	NA	NA
5	TVUF	7	6	NA	NA	NA	NA
5	TVUF	8	6	NA	NA	NA	NA
5	TVUF	9	6	NA	NA	NA	NA
5	TVUF	10	6	NA	NA	NA	NA
5	TVUH	1	6	NA	NA	NA	NA
5	TVUH	2	5	NA	NA	NA	NA
5	TVUH	2	6	NA	NA	NA	NA
5	TVUH	4	5	NA	NA	NA	NA
5	TVUH	4	6	NA	NA	NA	NA
5	TVUH	5	4	NA	NA	NA	NA
5	TVUH	5	5	NA	NA	NA	NA
5	TVUH	5	6	NA	NA	NA	NA
5	TVUH	6	6	NA	NA	NA	NA
5	TVUH	7	6	NA	NA	NA	NA
5	TVUH	8	6	NA	NA	NA	NA
5	TVUH	9	6	NA	NA	NA	NA
5	TVUH	10	2	NA	NA	NA	NA
5	TVUH	10	3	NA	NA	NA	NA
5	TVUH	10	4	NA	NA	NA	NA
5	TVUH	10	5	NA	NA	NA	NA
5	TVUH	10	6	NA	NA	NA	NA
6	TVUF	1	3	NA	NA	NA	NA
6	TVUF	1	4	NA	NA	NA	NA
6	TVUF	1	5	NA	NA	NA	NA
6	TVUF	1	6	NA	NA	NA	NA
6	TVUF	2	3	NA	NA	NA	NA
6	TVUF	2	4	NA	NA	NA	NA
6	TVUF	2	5	NA	NA	NA	NA
6	TVUF	2	6	NA	NA	NA	NA
6	TVUF	3	6	NA	NA	NA	NA
6	TVUF	4	4	NA	NA	NA	NA
6	TVUF	4	5	NA	NA	NA	NA
6	TVUF	4	6	NA	NA	NA	NA
6	TVUF	5	3	NA	NA	NA	NA
6	TVUF	5	4	NA	NA	NA	NA
6	TVUF	5	5	NA	NA	NA	NA
6	TVUF	5	6	NA	NA	NA	NA
6	TVUF	6	4	NA	NA	NA	NA
6	TVUF	6	5	NA	NA	NA	NA
6	TVUF	6	6	NA	NA	NA	NA
6	TVUF	7	3	NA	NA	NA	NA
6	TVUF	7	4	NA	NA	NA	NA
6	TVUF	7	5	NA	NA	NA	NA
6	TVUF	7	6	NA	NA	NA	NA
6	TVUF	8	3	NA	NA	NA	NA
6	TVUF	8	4	NA	NA	NA	NA
6	TVUF	8	5	NA	NA	NA	NA
6	TVUF	8	6	NA	NA	NA	NA
6	TVUF	9	3	NA	NA	NA	NA
6	TVUF	9	4	NA	NA	NA	NA
6	TVUF	9	5	NA	NA	NA	NA
6	TVUF	9	6	NA	NA	NA	NA
6	TVUF	10	3	NA	NA	NA	NA
6	TVUF	10	4	NA	NA	NA	NA
6	TVUF	10	5	NA	NA	NA	NA
6	TVUF	10	6	NA	NA	NA	NA
6	TVUH	1	2	NA	NA	NA	NA
6	TVUH	1	3	NA	NA	NA	NA
6	TVUH	1	4	NA	NA	NA	NA
6	TVUH	1	5	NA	NA	NA	NA
6	TVUH	1	6	NA	NA	NA	NA
6	TVUH	2	2	NA	NA	NA	NA
6	TVUH	2	3	NA	NA	NA	NA
6	TVUH	2	4	NA	NA	NA	NA
6	TVUH	2	5	NA	NA	NA	NA
6	TVUH	2	6	NA	NA	NA	NA
6	TVUH	3	3	NA	NA	NA	NA
6	TVUH	3	4	NA	NA	NA	NA
6	TVUH	3	5	NA	NA	NA	NA
6	TVUH	3	6	NA	NA	NA	NA
6	TVUH	4	2	NA	NA	NA	NA
6	TVUH	4	3	NA	NA	NA	NA
6	TVUH	4	4	NA	NA	NA	NA
6	TVUH	4	5	NA	NA	NA	NA
6	TVUH	4	6	NA	NA	NA	NA
6	TVUH	5	2	NA	NA	NA	NA
6	TVUH	5	3	NA	NA	NA	NA
6	TVUH	5	4	NA	NA	NA	NA
6	TVUH	5	5	NA	NA	NA	NA
6	TVUH	5	6	NA	NA	NA	NA
6	TVUH	6	1	NA	NA	NA	NA
6	TVUH	6	2	NA	NA	NA	NA
6	TVUH	6	3	NA	NA	NA	NA
6	TVUH	6	4	NA	NA	NA	NA
6	TVUH	6	5	NA	NA	NA	NA
6	TVUH	6	6	NA	NA	NA	NA
6	TVUH	7	3	NA	NA	NA	NA
6	TVUH	7	4	NA	NA	NA	NA
6	TVUH	7	5	NA	NA	NA	NA
6	TVUH	7	6	NA	NA	NA	NA
6	TVUH	8	3	NA	NA	NA	NA
6	TVUH	8	4	NA	NA	NA	NA
6	TVUH	8	5	NA	NA	NA	NA
6	TVUH	8	6	NA	NA	NA	NA
6	TVUH	9	1	NA	NA	NA	NA
6	TVUH	9	2	NA	NA	NA	NA
6	TVUH	9	3	NA	NA	NA	NA
6	TVUH	9	4	NA	NA	NA	NA
6	TVUH	9	5	NA	NA	NA	NA
6	TVUH	9	6	NA	NA	NA	NA
6	TVUH	10	1	NA	NA	NA	NA
6	TVUH	10	2	NA	NA	NA	NA
6	TVUH	10	3	NA	NA	NA	NA
6	TVUH	10	4	NA	NA	NA	NA
6	TVUH	10	5	NA	NA	NA	NA
6	TVUH	10	6	NA	NA	NA	NA
7	TVUF	2	5	NA	NA	NA	NA
7	TVUF	2	6	NA	NA	NA	NA
7	TVUF	3	6	NA	NA	NA	NA
7	TVUF	6	5	NA	NA	NA	NA
7	TVUF	6	6	NA	NA	NA	NA
7	TVUF	7	6	NA	NA	NA	NA
7	TVUF	8	6	NA	NA	NA	NA
7	TVUF	9	2	NA	NA	NA	NA
7	TVUF	10	6	NA	NA	NA	NA
7	TVUH	1	6	NA	NA	NA	NA
7	TVUH	3	6	NA	NA	NA	NA
7	TVUH	4	6	NA	NA	NA	NA
7	TVUH	6	4	NA	NA	NA	NA
7	TVUH	6	5	NA	NA	NA	NA
7	TVUH	6	6	NA	NA	NA	NA
7	TVUH	7	3	NA	NA	NA	NA
7	TVUH	7	4	NA	NA	NA	NA
7	TVUH	7	5	NA	NA	NA	NA
7	TVUH	7	6	NA	NA	NA	NA
7	TVUH	8	5	NA	NA	NA	NA
7	TVUH	8	6	NA	NA	NA	NA
7	TVUH	9	5	NA	NA	NA	NA
7	TVUH	9	6	NA	NA	NA	NA
7	TVUH	10	3	NA	NA	NA	NA
7	TVUH	10	4	NA	NA	NA	NA
7	TVUH	10	5	NA	NA	NA	NA
7	TVUH	10	6	NA	NA	NA	NA
8	TVUF	2	6	NA	NA	NA	NA
8	TVUF	4	5	NA	NA	NA	NA
8	TVUF	4	6	NA	NA	NA	NA
8	TVUF	7	6	NA	NA	NA	NA
8	TVUF	8	4	NA	NA	NA	NA
8	TVUF	8	5	NA	NA	NA	NA
8	TVUF	8	6	NA	NA	NA	NA
8	TVUH	4	2	NA	NA	NA	NA
8	TVUH	4	3	NA	NA	NA	NA
8	TVUH	4	4	NA	NA	NA	NA
8	TVUH	4	5	NA	NA	NA	NA
8	TVUH	4	6	NA	NA	NA	NA
8	TVUH	5	5	NA	NA	NA	NA
8	TVUH	5	6	NA	NA	NA	NA
8	TVUH	6	5	NA	NA	NA	NA
8	TVUH	6	6	NA	NA	NA	NA
8	TVUH	7	2	NA	NA	NA	NA
8	TVUH	7	3	NA	NA	NA	NA
8	TVUH	7	4	NA	NA	NA	NA
8	TVUH	7	5	NA	NA	NA	NA
8	TVUH	7	6	NA	NA	NA	NA
8	TVUH	8	5	NA	NA	NA	NA
8	TVUH	8	6	NA	NA	NA	NA
8	TVUH	9	2	NA	NA	NA	NA
8	TVUH	9	3	NA	NA	NA	NA
8	TVUH	9	4	NA	NA	NA	NA
8	TVUH	9	5	NA	NA	NA	NA
8	TVUH	9	6	NA	NA	NA	NA
8	TVUH	10	4	NA	NA	NA	NA
8	TVUH	10	5	NA	NA	NA	NA
8	TVUH	10	6	NA	NA	NA	NA
9	TVUF	1	6	NA	NA	NA	NA
9	TVUF	2	6	NA	NA	NA	NA
9	TVUF	3	4	NA	NA	NA	NA
9	TVUF	3	5	NA	NA	NA	NA
9	TVUF	3	6	NA	NA	NA	NA
9	TVUF	5	2	NA	NA	NA	NA
9	TVUF	5	3	NA	NA	NA	NA
9	TVUF	5	4	NA	NA	NA	NA
9	TVUF	5	5	NA	NA	NA	NA
9	TVUF	5	6	NA	NA	NA	NA
9	TVUF	6	6	NA	NA	NA	NA
9	TVUF	7	3	NA	NA	NA	NA
9	TVUF	7	4	NA	NA	NA	NA
9	TVUF	7	5	NA	NA	NA	NA
9	TVUF	7	6	NA	NA	NA	NA
9	TVUF	8	3	NA	NA	NA	NA
9	TVUF	8	4	NA	NA	NA	NA
9	TVUF	8	5	NA	NA	NA	NA
9	TVUF	8	6	NA	NA	NA	NA
9	TVUF	9	3	NA	NA	NA	NA
9	TVUF	9	6	NA	NA	NA	NA
9	TVUF	10	3	NA	NA	NA	NA
9	TVUF	10	4	NA	NA	NA	NA
9	TVUF	10	5	NA	NA	NA	NA
9	TVUF	10	6	NA	NA	NA	NA
9	TVUH	1	3	NA	NA	NA	NA
9	TVUH	1	4	NA	NA	NA	NA
9	TVUH	1	5	NA	NA	NA	NA
9	TVUH	1	6	NA	NA	NA	NA
9	TVUH	2	6	NA	NA	NA	NA
9	TVUH	3	1	NA	NA	NA	NA
9	TVUH	3	2	NA	NA	NA	NA
9	TVUH	3	3	NA	NA	NA	NA
9	TVUH	3	4	NA	NA	NA	NA
9	TVUH	3	5	NA	NA	NA	NA
9	TVUH	3	6	NA	NA	NA	NA
9	TVUH	4	5	NA	NA	NA	NA
9	TVUH	4	6	NA	NA	NA	NA
9	TVUH	5	3	NA	NA	NA	NA
9	TVUH	5	4	NA	NA	NA	NA
9	TVUH	5	5	NA	NA	NA	NA
9	TVUH	5	6	NA	NA	NA	NA
9	TVUH	6	1	NA	NA	NA	NA
9	TVUH	6	2	NA	NA	NA	NA
9	TVUH	6	3	NA	NA	NA	NA
9	TVUH	6	4	NA	NA	NA	NA
9	TVUH	6	5	NA	NA	NA	NA
9	TVUH	6	6	NA	NA	NA	NA
9	TVUH	7	5	NA	NA	NA	NA
9	TVUH	7	6	NA	NA	NA	NA
9	TVUH	8	5	NA	NA	NA	NA
9	TVUH	8	6	NA	NA	NA	NA
9	TVUH	9	4	NA	NA	NA	NA
9	TVUH	9	5	NA	NA	NA	NA
9	TVUH	9	6	NA	NA	NA	NA
9	TVUH	10	5	NA	NA	NA	NA
9	TVUH	10	6	NA	NA	NA	NA
10	TVUF	1	5	NA	NA	NA	NA
10	TVUF	1	6	NA	NA	NA	NA
10	TVUF	2	6	NA	NA	NA	NA
10	TVUF	4	3	NA	NA	NA	NA
10	TVUF	4	4	NA	NA	NA	NA
10	TVUF	4	5	NA	NA	NA	NA
10	TVUF	4	6	NA	NA	NA	NA
10	TVUF	5	5	NA	NA	NA	NA
10	TVUF	5	6	NA	NA	NA	NA
10	TVUF	8	6	NA	NA	NA	NA
10	TVUF	9	2	NA	NA	NA	NA
10	TVUF	9	5	NA	NA	NA	NA
10	TVUF	9	6	NA	NA	NA	NA
10	TVUF	10	5	NA	NA	NA	NA
10	TVUF	10	6	NA	NA	NA	NA
10	TVUH	1	5	NA	NA	NA	NA
10	TVUH	1	6	NA	NA	NA	NA
10	TVUH	2	5	NA	NA	NA	NA
10	TVUH	2	6	NA	NA	NA	NA
10	TVUH	3	5	NA	NA	NA	NA
10	TVUH	3	6	NA	NA	NA	NA
10	TVUH	4	6	NA	NA	NA	NA
10	TVUH	5	2	NA	NA	NA	NA
10	TVUH	5	3	NA	NA	NA	NA
10	TVUH	5	4	NA	NA	NA	NA
10	TVUH	5	5	NA	NA	NA	NA
10	TVUH	5	6	NA	NA	NA	NA
10	TVUH	6	6	NA	NA	NA	NA
10	TVUH	7	6	NA	NA	NA	NA
10	TVUH	8	5	NA	NA	NA	NA
10	TVUH	8	6	NA	NA	NA	NA
10	TVUH	9	6	NA	NA	NA	NA
10	TVUH	10	6	NA	NA	NA	NA
11	TVUF	1	5	NA	NA	NA	NA
11	TVUF	1	6	NA	NA	NA	NA
11	TVUF	2	1	NA	NA	NA	NA
11	TVUF	2	4	NA	NA	NA	NA
11	TVUF	2	5	NA	NA	NA	NA
11	TVUF	2	6	NA	NA	NA	NA
11	TVUF	3	4	NA	NA	NA	NA
11	TVUF	3	5	NA	NA	NA	NA
11	TVUF	3	6	NA	NA	NA	NA
11	TVUF	4	5	NA	NA	NA	NA
11	TVUF	4	6	NA	NA	NA	NA
11	TVUF	5	6	NA	NA	NA	NA
11	TVUF	6	6	NA	NA	NA	NA
11	TVUF	7	1	NA	NA	NA	NA
11	TVUF	7	2	NA	NA	NA	NA
11	TVUF	7	3	NA	NA	NA	NA
11	TVUF	7	4	NA	NA	NA	NA
11	TVUF	7	5	NA	NA	NA	NA
11	TVUF	7	6	NA	NA	NA	NA
11	TVUF	8	5	NA	NA	NA	NA
11	TVUF	8	6	NA	NA	NA	NA
11	TVUF	9	4	NA	NA	NA	NA
11	TVUF	9	5	NA	NA	NA	NA
11	TVUF	9	6	NA	NA	NA	NA
11	TVUF	10	6	NA	NA	NA	NA
11	TVUH	1	3	NA	NA	NA	NA
11	TVUH	1	4	NA	NA	NA	NA
11	TVUH	1	5	NA	NA	NA	NA
11	TVUH	1	6	NA	NA	NA	NA
11	TVUH	4	6	NA	NA	NA	NA
11	TVUH	5	6	NA	NA	NA	NA
11	TVUH	6	6	NA	NA	NA	NA
11	TVUH	7	1	NA	NA	NA	NA
11	TVUH	7	2	NA	NA	NA	NA
11	TVUH	7	3	NA	NA	NA	NA
11	TVUH	7	4	NA	NA	NA	NA
11	TVUH	7	5	NA	NA	NA	NA
11	TVUH	7	6	NA	NA	NA	NA
11	TVUH	8	1	NA	NA	NA	NA
11	TVUH	8	2	NA	NA	NA	NA
11	TVUH	8	3	NA	NA	NA	NA
11	TVUH	8	4	NA	NA	NA	NA
11	TVUH	8	5	NA	NA	NA	NA
11	TVUH	8	6	NA	NA	NA	NA
11	TVUH	9	1	NA	NA	NA	NA
11	TVUH	9	2	NA	NA	NA	NA
11	TVUH	9	3	NA	NA	NA	NA
11	TVUH	9	4	NA	NA	NA	NA
11	TVUH	9	5	NA	NA	NA	NA
11	TVUH	9	6	NA	NA	NA	NA
11	TVUH	10	1	NA	NA	NA	NA
11	TVUH	10	2	NA	NA	NA	NA
11	TVUH	10	3	NA	NA	NA	NA
11	TVUH	10	4	NA	NA	NA	NA
11	TVUH	10	5	NA	NA	NA	NA
11	TVUH	10	6	NA	NA	NA	NA
12	TVUF	1	2	NA	NA	NA	NA
12	TVUF	1	3	NA	NA	NA	NA
12	TVUF	1	4	NA	NA	NA	NA
12	TVUF	1	5	NA	NA	NA	NA
12	TVUF	1	6	NA	NA	NA	NA
12	TVUF	2	3	NA	NA	NA	NA
12	TVUF	2	4	NA	NA	NA	NA
12	TVUF	2	5	NA	NA	NA	NA
12	TVUF	2	6	NA	NA	NA	NA
12	TVUF	3	5	NA	NA	NA	NA
12	TVUF	3	6	NA	NA	NA	NA
12	TVUF	4	5	NA	NA	NA	NA
12	TVUF	4	6	NA	NA	NA	NA
12	TVUF	5	6	NA	NA	NA	NA
12	TVUF	6	5	NA	NA	NA	NA
12	TVUF	6	6	NA	NA	NA	NA
12	TVUF	7	4	NA	NA	NA	NA
12	TVUF	7	5	NA	NA	NA	NA
12	TVUF	7	6	NA	NA	NA	NA
12	TVUF	8	5	NA	NA	NA	NA
12	TVUF	8	6	NA	NA	NA	NA
12	TVUF	9	6	NA	NA	NA	NA
12	TVUF	10	5	NA	NA	NA	NA
12	TVUF	10	6	NA	NA	NA	NA
12	TVUH	2	6	NA	NA	NA	NA
12	TVUH	3	5	NA	NA	NA	NA
12	TVUH	3	6	NA	NA	NA	NA
12	TVUH	4	3	NA	NA	NA	NA
12	TVUH	4	4	NA	NA	NA	NA
12	TVUH	4	5	NA	NA	NA	NA
12	TVUH	4	6	NA	NA	NA	NA
12	TVUH	5	6	NA	NA	NA	NA
12	TVUH	6	5	NA	NA	NA	NA
12	TVUH	6	6	NA	NA	NA	NA
12	TVUH	7	4	NA	NA	NA	NA
12	TVUH	7	5	NA	NA	NA	NA
12	TVUH	7	6	NA	NA	NA	NA
12	TVUH	8	4	NA	NA	NA	NA
12	TVUH	8	5	NA	NA	NA	NA
12	TVUH	8	6	NA	NA	NA	NA
12	TVUH	9	5	NA	NA	NA	NA
12	TVUH	9	6	NA	NA	NA	NA
12	TVUH	10	6	NA	NA	NA	NA
13	TVUF	2	5	NA	NA	NA	NA
13	TVUF	2	6	NA	NA	NA	NA
13	TVUF	3	6	NA	NA	NA	NA
13	TVUF	6	5	NA	NA	NA	NA
13	TVUF	6	6	NA	NA	NA	NA
13	TVUF	7	6	NA	NA	NA	NA
13	TVUF	8	1	NA	NA	NA	NA
13	TVUF	8	2	NA	NA	NA	NA
13	TVUF	8	3	NA	NA	NA	NA
13	TVUF	8	4	NA	NA	NA	NA
13	TVUF	8	5	NA	NA	NA	NA
13	TVUF	8	6	NA	NA	NA	NA
13	TVUF	9	5	NA	NA	NA	NA
13	TVUF	9	6	NA	NA	NA	NA
13	TVUF	10	6	NA	NA	NA	NA
13	TVUH	2	5	NA	NA	NA	NA
13	TVUH	2	6	NA	NA	NA	NA
13	TVUH	3	6	NA	NA	NA	NA
13	TVUH	4	6	NA	NA	NA	NA
13	TVUH	5	1	NA	NA	NA	NA
13	TVUH	5	2	NA	NA	NA	NA
13	TVUH	5	3	NA	NA	NA	NA
13	TVUH	5	4	NA	NA	NA	NA
13	TVUH	5	5	NA	NA	NA	NA
13	TVUH	5	6	NA	NA	NA	NA
13	TVUH	6	6	NA	NA	NA	NA
13	TVUH	8	5	NA	NA	NA	NA
13	TVUH	8	6	NA	NA	NA	NA
13	TVUH	9	1	NA	NA	NA	NA
13	TVUH	9	2	NA	NA	NA	NA
13	TVUH	9	3	NA	NA	NA	NA
13	TVUH	9	4	NA	NA	NA	NA
13	TVUH	9	5	NA	NA	NA	NA
13	TVUH	9	6	NA	NA	NA	NA
13	TVUH	10	6	NA	NA	NA	NA
14	TVUF	1	6	NA	NA	NA	NA
14	TVUF	2	5	NA	NA	NA	NA
14	TVUF	2	6	NA	NA	NA	NA
14	TVUF	3	6	NA	NA	NA	NA
14	TVUF	4	6	NA	NA	NA	NA
14	TVUF	5	6	NA	NA	NA	NA
14	TVUF	6	4	NA	NA	NA	NA
14	TVUF	6	5	NA	NA	NA	NA
14	TVUF	6	6	NA	NA	NA	NA
14	TVUF	7	6	NA	NA	NA	NA
14	TVUF	8	2	NA	NA	NA	NA
14	TVUF	8	3	NA	NA	NA	NA
14	TVUF	8	4	NA	NA	NA	NA
14	TVUF	8	5	NA	NA	NA	NA
14	TVUF	8	6	NA	NA	NA	NA
14	TVUF	9	2	NA	NA	NA	NA
14	TVUF	9	3	NA	NA	NA	NA
14	TVUF	9	4	NA	NA	NA	NA
14	TVUF	9	5	NA	NA	NA	NA
14	TVUF	9	6	NA	NA	NA	NA
14	TVUF	10	2	NA	NA	NA	NA
14	TVUF	10	3	NA	NA	NA	NA
14	TVUF	10	4	NA	NA	NA	NA
14	TVUF	10	5	NA	NA	NA	NA
14	TVUF	10	6	NA	NA	NA	NA
14	TVUH	1	4	NA	NA	NA	NA
14	TVUH	1	5	NA	NA	NA	NA
14	TVUH	1	6	NA	NA	NA	NA
14	TVUH	2	1	NA	NA	NA	NA
14	TVUH	2	2	NA	NA	NA	NA
14	TVUH	2	3	NA	NA	NA	NA
14	TVUH	2	4	NA	NA	NA	NA
14	TVUH	2	5	NA	NA	NA	NA
14	TVUH	2	6	NA	NA	NA	NA
14	TVUH	3	3	NA	NA	NA	NA
14	TVUH	3	4	NA	NA	NA	NA
14	TVUH	3	5	NA	NA	NA	NA
14	TVUH	3	6	NA	NA	NA	NA
14	TVUH	4	3	NA	NA	NA	NA
14	TVUH	4	4	NA	NA	NA	NA
14	TVUH	4	5	NA	NA	NA	NA
14	TVUH	4	6	NA	NA	NA	NA
14	TVUH	5	6	NA	NA	NA	NA
14	TVUH	6	2	NA	NA	NA	NA
14	TVUH	6	3	NA	NA	NA	NA
14	TVUH	6	4	NA	NA	NA	NA
14	TVUH	6	5	NA	NA	NA	NA
14	TVUH	6	6	NA	NA	NA	NA
14	TVUH	7	2	NA	NA	NA	NA
14	TVUH	7	3	NA	NA	NA	NA
14	TVUH	7	4	NA	NA	NA	NA
14	TVUH	7	5	NA	NA	NA	NA
14	TVUH	7	6	NA	NA	NA	NA
14	TVUH	8	3	NA	NA	NA	NA
14	TVUH	8	4	NA	NA	NA	NA
14	TVUH	8	5	NA	NA	NA	NA
14	TVUH	8	6	NA	NA	NA	NA
14	TVUH	9	2	NA	NA	NA	NA
14	TVUH	9	3	NA	NA	NA	NA
14	TVUH	9	4	NA	NA	NA	NA
14	TVUH	9	5	NA	NA	NA	NA
14	TVUH	9	6	NA	NA	NA	NA
14	TVUH	10	2	NA	NA	NA	NA
14	TVUH	10	3	NA	NA	NA	NA
14	TVUH	10	4	NA	NA	NA	NA
